"Date";"Kernenergie";"Braunkohle";"Steinkohle";"Gas";"Sonstige Konventionelle";"Photovoltaik";"Wind";"Wasserkraft";"Biomasse";"Sonstige Erneuerbare";"Missing Data";"CO₂-Intensität";"Missing Data Line"
"2024-01-01T00:00:00.000Z";"10,868";"2.761,019";"1.307,719";"1.337,93";"605,611";"0,117";"1.005,303";"6,812";"153,428";"3,29";"0";"183,418";"0"
"2024-01-01T01:00:00.000Z";"9,074";"2.715,997";"1.272,18";"1.326,692";"574,559";"0,115";"982,968";"6,612";"150,584";"3,279";"0";"184,207";"0"
"2024-01-01T02:00:00.000Z";"7,65";"2.759,721";"1.274,674";"1.341,05";"569,046";"0,116";"959,494";"6,558";"150,715";"3,412";"0";"188,602";"0"
"2024-01-01T03:00:00.000Z";"6,804";"2.777,565";"1.287,712";"1.328,324";"545,393";"0,103";"952,55";"6,585";"151,095";"3,59";"0";"190,158";"0"
"2024-01-01T04:00:00.000Z";"5,505";"2.804,019";"1.303,493";"1.354,154";"518,335";"0,105";"963,523";"6,643";"154,29";"3,573";"0";"190,061";"0"
"2024-01-01T05:00:00.000Z";"7,421";"2.811,677";"1.292,27";"1.352,283";"540,707";"0,117";"947,031";"6,428";"154,72";"3,597";"0";"191,769";"0"
"2024-01-01T06:00:00.000Z";"5,688";"2.846,146";"1.325,632";"1.364,972";"529,712";"0,199";"970,033";"6,236";"160,542";"3,614";"0";"191,252";"0"
"2024-01-01T07:00:00.000Z";"6,524";"2.820,715";"1.304,62";"1.351,877";"505,011";"25,253";"984,949";"6,282";"162,455";"3,591";"0";"186,842";"0"
"2024-01-01T08:00:00.000Z";"4,564";"2.866,272";"1.307,035";"1.335,126";"415,646";"181,479";"976,297";"6,336";"165,002";"3,69";"0";"179,937";"0"
"2024-01-01T09:00:00.000Z";"3,266";"2.890,061";"1.338,575";"1.337,646";"416,417";"359,398";"973,214";"6,139";"162,71";"3,386";"0";"175,307";"0"
"2024-01-01T10:00:00.000Z";"3,075";"2.876,879";"1.405,433";"1.341,065";"416,672";"459,93";"1.005,44";"6,407";"166,461";"3,296";"0";"169,748";"0"
"2024-01-01T11:00:00.000Z";"6,068";"2.940,339";"1.443,842";"1.395,13";"478,989";"448,961";"1.026,054";"6,583";"167,71";"3,503";"0";"171,069";"0"
"2024-01-01T12:00:00.000Z";"10,705";"2.961,746";"1.454,296";"1.400,544";"577,841";"385,15";"1.017,035";"6,938";"168,102";"3,466";"0";"174,728";"0"
"2024-01-01T13:00:00.000Z";"17,403";"3.140,782";"1.484,577";"1.467,629";"610,474";"271,716";"1.009,922";"7,492";"172,796";"3,324";"0";"180,513";"0"
"2024-01-01T14:00:00.000Z";"27,696";"3.256,031";"1.574,727";"1.580,557";"516,938";"110,437";"1.020,159";"8,385";"183,162";"3,633";"0";"182,435";"0"
"2024-01-01T15:00:00.000Z";"34,002";"3.343,889";"1.705,442";"1.900,357";"549,506";"16,79";"1.060,545";"9,129";"194,449";"4,021";"0";"186,3";"0"
"2024-01-01T16:00:00.000Z";"33";"3.548,809";"1.840,742";"2.091,246";"587,893";"3,378";"1.114,232";"9,383";"202,807";"4,521";"0";"186,471";"0"
"2024-01-01T17:00:00.000Z";"34,414";"3.513,237";"1.860,726";"2.063,958";"560,954";"0,975";"1.076,547";"9,502";"202,281";"4,286";"0";"183,994";"0"
"2024-01-01T18:00:00.000Z";"33,414";"3.656,181";"1.906,979";"1.986,443";"518,909";"0,127";"1.073,862";"9,764";"206,574";"3,91";"0";"189,438";"0"
"2024-01-01T19:00:00.000Z";"39,64";"3.639,335";"1.837,504";"1.909,251";"553,912";"0,126";"1.051,773";"9,737";"200,736";"3,883";"0";"194,512";"0"
"2024-01-01T20:00:00.000Z";"38,851";"3.539,569";"1.789,914";"1.919,068";"566,521";"0,141";"1.004,391";"9,661";"197,789";"4,068";"0";"198,94";"0"
"2024-01-01T21:00:00.000Z";"38,971";"3.547,48";"1.665,435";"1.853,688";"668,404";"0,124";"962,96";"9,694";"191,994";"4,218";"0";"202,773";"0"
"2024-01-01T22:00:00.000Z";"36,087";"3.533,013";"1.548,034";"1.831,448";"673,745";"0,139";"891,525";"9,531";"187,82";"4,597";"0";"210,151";"0"
"2024-01-01T23:00:00.000Z";"36,856";"3.222,399";"1.415,509";"1.782,238";"722,639";"0,148";"826,266";"8,886";"176,209";"4,059";"0";"211,307";"0"
"2024-01-02T00:00:00.000Z";"38,146";"3.103,192";"1.375,939";"1.710,604";"738,542";"0,115";"787,722";"8,996";"170,234";"3,601";"0";"211,907";"0"
"2024-01-02T01:00:00.000Z";"34,883";"3.085,819";"1.392,16";"1.752,817";"809,533";"0,144";"785,572";"8,928";"169,389";"3,767";"0";"214,981";"0"
"2024-01-02T02:00:00.000Z";"32,331";"2.972,98";"1.421,808";"1.746,941";"828,127";"0,14";"820,887";"8,279";"164,914";"3,547";"0";"212,052";"0"
"2024-01-02T03:00:00.000Z";"31,605";"2.951,892";"1.451,856";"1.800,262";"860,074";"0,112";"894,278";"8,275";"165,06";"3,347";"0";"205,253";"0"
"2024-01-02T04:00:00.000Z";"30,443";"2.972,77";"1.510,757";"1.988,171";"864,656";"0,127";"991,42";"8,309";"168,013";"3,35";"0";"199,16";"0"
"2024-01-02T05:00:00.000Z";"37,064";"3.076,558";"1.671,466";"2.302,297";"749,157";"0,148";"1.127,224";"9,022";"181,12";"3,91";"0";"190,042";"0"
"2024-01-02T06:00:00.000Z";"39,855";"3.162,047";"1.796,377";"2.717,585";"793,987";"0,169";"1.228,259";"9,498";"193,731";"4,315";"0";"187,353";"0"
"2024-01-02T07:00:00.000Z";"40,986";"3.269,284";"1.916,127";"3.192,353";"774,988";"4,665";"1.291,364";"9,615";"202,319";"5,031";"0";"189,135";"0"
"2024-01-02T08:00:00.000Z";"40,792";"3.601,78";"1.966,068";"3.431,621";"642,752";"37,909";"1.274,434";"10,336";"205,719";"5,753";"0";"191,707";"0"
"2024-01-02T09:00:00.000Z";"42,992";"4.012,327";"2.032,113";"3.557,552";"639,619";"98,194";"1.289,203";"10,782";"211,321";"6,218";"0";"197,988";"0"
"2024-01-02T10:00:00.000Z";"48,641";"4.497,132";"2.096,838";"3.669,478";"674,126";"157,06";"1.238,755";"11,511";"214,998";"6,63";"0";"204,964";"0"
"2024-01-02T11:00:00.000Z";"44,565";"4.916,943";"2.082,664";"3.726,393";"683,074";"195,225";"1.175,703";"11,711";"212,848";"6,624";"0";"210,927";"0"
"2024-01-02T12:00:00.000Z";"50,748";"4.911,66";"2.193,136";"3.714,38";"706,254";"175,879";"1.158,712";"11,855";"212,989";"6,613";"0";"214,655";"0"
"2024-01-02T13:00:00.000Z";"48,64";"5.064,323";"2.093,74";"3.691,918";"702,034";"100,309";"1.132,304";"11,496";"211,807";"6,589";"0";"216,591";"0"
"2024-01-02T14:00:00.000Z";"48,838";"4.772";"2.119,525";"3.817,143";"714,2";"34,274";"1.147,544";"12,465";"218,224";"6,621";"0";"212,5";"0"
"2024-01-02T15:00:00.000Z";"42,686";"4.784,934";"2.102,268";"3.890,376";"707,525";"5,479";"1.214,651";"11,478";"221,05";"6,56";"0";"209,376";"0"
"2024-01-02T16:00:00.000Z";"41,251";"4.679,305";"2.141,445";"3.920,988";"710,78";"2,029";"1.342,195";"10,704";"225,088";"6,634";"0";"204,406";"0"
"2024-01-02T17:00:00.000Z";"36,217";"4.574,41";"2.058,73";"3.766,615";"673,34";"0,93";"1.413,46";"10,064";"220,409";"6,524";"0";"200,353";"0"
"2024-01-02T18:00:00.000Z";"34,589";"4.007,813";"1.918,395";"3.426,91";"645,115";"0,144";"1.450,039";"10,054";"208,294";"6,062";"0";"189,395";"0"
"2024-01-02T19:00:00.000Z";"29,792";"3.541,532";"1.802,13";"2.888,86";"723,53";"0,138";"1.446,224";"9,151";"193,752";"5,41";"0";"181,41";"0"
"2024-01-02T20:00:00.000Z";"24,539";"3.140,531";"1.705,396";"2.498,277";"683,814";"0,147";"1.420,036";"8,197";"182,329";"4,704";"0";"174,833";"0"
"2024-01-02T21:00:00.000Z";"17,448";"3.167,508";"1.647,231";"2.127,43";"604,884";"0,145";"1.382,87";"7,584";"176,961";"4,206";"0";"173,983";"0"
"2024-01-02T22:00:00.000Z";"13,441";"3.110,081";"1.552,762";"1.858,25";"532,645";"0,126";"1.330,767";"7,063";"167,277";"3,702";"0";"173,104";"0"
"2024-01-02T23:00:00.000Z";"19,457";"2.903,901";"1.525,602";"1.721,043";"594,399";"0,123";"1.223,971";"7,337";"160,868";"3,152";"0";"175,176";"0"
"2024-01-03T00:00:00.000Z";"19,59";"2.779,684";"1.448,928";"1.623,01";"612,277";"0,119";"1.175,747";"7,003";"154,709";"2,91";"0";"174,809";"0"
"2024-01-03T01:00:00.000Z";"13,165";"2.770,372";"1.423,865";"1.637,828";"546,224";"0,118";"1.163,612";"6,616";"152,248";"3";"0";"176,575";"0"
"2024-01-03T02:00:00.000Z";"14,638";"2.757,877";"1.435,683";"1.629,514";"546,77";"0,119";"1.170,542";"6,919";"152,889";"3,026";"0";"175,154";"0"
"2024-01-03T03:00:00.000Z";"15,86";"2.796,879";"1.476,533";"1.670,964";"574,736";"0,12";"1.211,179";"7,007";"155,471";"3,035";"0";"173,909";"0"
"2024-01-03T04:00:00.000Z";"27,038";"2.802,644";"1.515,959";"1.819,887";"703,297";"0,107";"1.262,605";"7,438";"157,884";"2,957";"0";"171,497";"0"
"2024-01-03T05:00:00.000Z";"23,327";"2.942,865";"1.664,506";"2.085,005";"656,504";"0,14";"1.461,46";"7,431";"168,665";"3,052";"0";"166,215";"0"
"2024-01-03T06:00:00.000Z";"23,331";"3.122,162";"1.888,123";"2.441,789";"595,246";"0,13";"1.573,746";"7,781";"184,254";"3,614";"0";"167,394";"0"
"2024-01-03T07:00:00.000Z";"24,717";"3.229,163";"1.964,455";"2.802,833";"600,072";"21,671";"1.594,012";"8,088";"193,75";"4,175";"0";"169,612";"0"
"2024-01-03T08:00:00.000Z";"21,495";"3.398,182";"1.967,233";"2.952,277";"598,615";"152,634";"1.571,824";"6,994";"194";"4,642";"0";"172,841";"0"
"2024-01-03T09:00:00.000Z";"19,741";"3.204,215";"1.940,528";"2.859,523";"612,091";"309,784";"1.550,046";"7,553";"186,327";"4,968";"0";"167,893";"0"
"2024-01-03T10:00:00.000Z";"19,875";"3.188,601";"1.933,534";"2.783,541";"608,14";"382,427";"1.572,598";"7,633";"185,221";"4,854";"0";"164,214";"0"
"2024-01-03T11:00:00.000Z";"20,761";"3.201,413";"1.925,919";"2.750,881";"636,531";"410,221";"1.564,831";"7,657";"184,996";"5,166";"0";"164,485";"0"
"2024-01-03T12:00:00.000Z";"22,683";"3.280,532";"1.891,747";"2.860,676";"636,996";"387,588";"1.507,306";"7,603";"183,126";"5,35";"0";"169,251";"0"
"2024-01-03T13:00:00.000Z";"26,873";"3.226,782";"1.937,498";"2.912,059";"644,034";"275,674";"1.508,67";"8,144";"188,75";"5,186";"0";"171,601";"0"
"2024-01-03T14:00:00.000Z";"33,407";"3.467,289";"1.989,625";"3.129,004";"701,104";"115,426";"1.496,215";"8,876";"198,11";"5,405";"0";"179,485";"0"
"2024-01-03T15:00:00.000Z";"33,945";"4.185,713";"2.140,852";"3.456,15";"739,613";"12,999";"1.441,209";"8,917";"207,44";"5,552";"0";"195,013";"0"
"2024-01-03T16:00:00.000Z";"33,711";"5.008,862";"2.370,039";"3.652,743";"789,68";"2,373";"1.423,758";"9,105";"220,342";"6,122";"0";"207,33";"0"
"2024-01-03T17:00:00.000Z";"29,562";"5.428,418";"2.444,566";"3.737,034";"762,984";"0,925";"1.396,233";"9,888";"227,005";"6,313";"0";"215,291";"0"
"2024-01-03T18:00:00.000Z";"31,144";"5.147,723";"2.378,1";"3.699,716";"826,861";"0,173";"1.352,697";"9,82";"226,905";"6,337";"0";"216,825";"0"
"2024-01-03T19:00:00.000Z";"34,135";"4.611,86";"2.134,772";"3.462,308";"764,952";"0,134";"1.285,505";"9,538";"214,96";"6,142";"0";"211,395";"0"
"2024-01-03T20:00:00.000Z";"38,637";"4.009,805";"2.060,528";"3.131,89";"769,96";"0,133";"1.263,519";"9,448";"206,595";"5,847";"0";"204,363";"0"
"2024-01-03T21:00:00.000Z";"36,807";"3.730,943";"1.981,443";"2.886,655";"749,978";"0,147";"1.205,092";"9,16";"201";"5,497";"0";"202,909";"0"
"2024-01-03T22:00:00.000Z";"27,453";"3.592,893";"1.861,044";"2.584,72";"657,139";"0,157";"1.158,056";"8,18";"188,665";"4,946";"0";"203,736";"0"
"2024-01-03T23:00:00.000Z";"28,326";"3.395,564";"1.666,21";"2.209,589";"613,534";"0,15";"1.128,245";"8,168";"175,477";"4,5";"0";"197,14";"0"
"2024-01-04T00:00:00.000Z";"27,924";"3.276,02";"1.568,181";"1.989,558";"572,495";"0,116";"1.122,048";"7,964";"168,068";"3,93";"0";"191,132";"0"
"2024-01-04T01:00:00.000Z";"25,99";"3.249,613";"1.507,52";"1.894,323";"561,678";"0,126";"1.119,231";"7,846";"162,229";"3,855";"0";"189,367";"0"
"2024-01-04T02:00:00.000Z";"25,265";"3.388,152";"1.516,15";"1.881,404";"546";"0,126";"1.131,983";"7,954";"162,054";"3,904";"0";"190,64";"0"
"2024-01-04T03:00:00.000Z";"26,929";"3.486,047";"1.562,697";"1.910,934";"554,961";"0,128";"1.165,416";"7,86";"166,152";"3,859";"0";"190,236";"0"
"2024-01-04T04:00:00.000Z";"27,682";"3.759,844";"1.694,916";"2.313,451";"574,672";"0,132";"1.206,791";"7,856";"173,122";"4,476";"0";"198,428";"0"
"2024-01-04T05:00:00.000Z";"25,274";"4.869,134";"1.906,804";"3.136,588";"644,299";"0,158";"1.268,799";"8,325";"191,729";"5,05";"0";"222,492";"0"
"2024-01-04T06:00:00.000Z";"27,334";"7.067,875";"2.169,798";"3.838,646";"695,351";"0,147";"1.309,512";"9,487";"209,152";"5,829";"0";"256,145";"0"
"2024-01-04T07:00:00.000Z";"25,959";"8.366,8";"2.385,77";"4.251,926";"766,27";"13,871";"1.305,745";"11,881";"226,809";"7,246";"0";"273,215";"0"
"2024-01-04T08:00:00.000Z";"28,958";"8.827,762";"2.506,692";"4.532,157";"810,753";"120,173";"1.243,122";"11,557";"225,198";"7,825";"0";"282,302";"0"
"2024-01-04T09:00:00.000Z";"30,245";"8.846,402";"2.683,623";"4.555,347";"851,651";"266,684";"1.190,831";"12,517";"221,782";"7,869";"0";"282,811";"0"
"2024-01-04T10:00:00.000Z";"31,831";"8.966,064";"2.877,793";"4.341,02";"795,25";"375,503";"1.099,549";"13,236";"214,285";"6,703";"0";"282,77";"0"
"2024-01-04T11:00:00.000Z";"38,761";"9.429,2";"3.033,41";"4.672,025";"805,749";"434,166";"1.025,283";"12,918";"215,273";"6,078";"0";"297";"0"
"2024-01-04T12:00:00.000Z";"44,169";"10.063,311";"3.208,044";"4.963,733";"853,523";"407,5";"919,032";"13,862";"214,789";"5,967";"0";"316,645";"0"
"2024-01-04T13:00:00.000Z";"47,198";"11.005,778";"3.682,685";"5.234,688";"854,834";"310,808";"827,037";"14,528";"218,367";"6,011";"0";"345,085";"0"
"2024-01-04T14:00:00.000Z";"53,552";"11.866,307";"4.409,943";"6.050,294";"882,144";"139,776";"715,173";"15,551";"222,634";"6,132";"0";"382,778";"0"
"2024-01-04T15:00:00.000Z";"55,177";"12.472,891";"4.788,829";"6.512,83";"918,232";"18,927";"628,059";"19,048";"231,204";"7,216";"0";"398,117";"0"
"2024-01-04T16:00:00.000Z";"54,755";"12.925,382";"5.077,472";"7.161,893";"1.018,579";"3,657";"542,985";"20,951";"240,311";"7,954";"0";"407,817";"0"
"2024-01-04T17:00:00.000Z";"48,596";"13.387,738";"5.047,092";"7.651,274";"1.004,257";"1,242";"446,488";"21,768";"243,348";"9,284";"0";"425,494";"0"
"2024-01-04T18:00:00.000Z";"53,462";"13.771,918";"4.954,699";"7.649,159";"1.041,367";"0,205";"415,702";"21,927";"250,084";"9,286";"0";"440,245";"0"
"2024-01-04T19:00:00.000Z";"58,241";"13.696,052";"4.558,815";"7.106,418";"996,792";"0,166";"412,096";"20,153";"241,014";"9,231";"0";"449,81";"0"
"2024-01-04T20:00:00.000Z";"56,706";"13.328,389";"4.054,505";"7.073,274";"1.064,317";"0,164";"413,255";"18,396";"234,368";"9,393";"0";"460,83";"0"
"2024-01-04T21:00:00.000Z";"54,709";"12.486,257";"3.890,521";"6.074,91";"971,119";"0,163";"455,474";"17,649";"227,259";"9,224";"0";"448,002";"0"
"2024-01-04T22:00:00.000Z";"54,601";"11.796,203";"3.210,779";"4.819,293";"932,845";"0,178";"478,361";"17,703";"221,071";"9,005";"0";"425,924";"0"
"2024-01-04T23:00:00.000Z";"50,339";"10.657,866";"2.633,262";"4.457,483";"991,393";"0,173";"508,532";"14,041";"207,065";"8,703";"0";"412,513";"0"
"2024-01-05T00:00:00.000Z";"51,879";"9.487,034";"2.405,663";"3.958,251";"991,229";"0,148";"560,546";"13,02";"195,494";"8,241";"0";"386,838";"0"
"2024-01-05T01:00:00.000Z";"50,675";"8.651,458";"2.187,286";"3.622,621";"987,524";"0,139";"602,715";"11,736";"181,343";"7,573";"0";"366,021";"0"
"2024-01-05T02:00:00.000Z";"47,515";"8.350,543";"2.191,824";"3.468,491";"993,232";"0,121";"656,016";"11,013";"177,911";"7,311";"0";"354,859";"0"
"2024-01-05T03:00:00.000Z";"45,395";"8.296,786";"2.172,388";"3.565,824";"1.010,973";"0,122";"707,005";"10,826";"179,689";"7,058";"0";"346,98";"0"
"2024-01-05T04:00:00.000Z";"41,003";"8.578,299";"2.319,436";"3.823,086";"1.044,919";"0,14";"775,584";"10,63";"182,943";"6,069";"0";"345,598";"0"
"2024-01-05T05:00:00.000Z";"42,702";"9.430,288";"2.600,339";"4.305,863";"1.004,109";"0,131";"857,924";"11,662";"194,557";"6,05";"0";"346,006";"0"
"2024-01-05T06:00:00.000Z";"37,759";"11.354,142";"3.119,993";"4.773,808";"1.046,796";"0,167";"926,545";"11,993";"208,418";"6,63";"0";"365,606";"0"
"2024-01-05T07:00:00.000Z";"34,13";"12.234,593";"3.547,049";"5.082,716";"932,055";"14,843";"987,3";"12,108";"219,431";"7,461";"0";"370,6";"0"
"2024-01-05T08:00:00.000Z";"29,193";"12.342,265";"3.705,179";"5.016,715";"804,549";"120,841";"1.012,754";"11,972";"218,947";"7,815";"0";"364,416";"0"
"2024-01-05T09:00:00.000Z";"24,114";"12.327,069";"3.411,118";"4.851,846";"758,478";"278,784";"1.005,491";"11,473";"211,687";"7,837";"0";"354,003";"0"
"2024-01-05T10:00:00.000Z";"21,965";"11.851,677";"3.071,772";"4.813,955";"734,476";"396,881";"1.011,33";"11,458";"208,401";"7,865";"0";"338,26";"0"
"2024-01-05T11:00:00.000Z";"25,524";"11.676,154";"3.077,303";"5.001,058";"736,716";"389,984";"999,36";"10,712";"203,042";"7,633";"0";"339,595";"0"
"2024-01-05T12:00:00.000Z";"28,119";"11.106,656";"3.156,723";"5.064,449";"737,028";"303,275";"990,871";"10,349";"202,938";"7,547";"0";"338,437";"0"
"2024-01-05T13:00:00.000Z";"29,42";"11.094,836";"3.298,261";"5.309,795";"777,515";"201,266";"981,723";"10,295";"206,383";"7,54";"0";"349,151";"0"
"2024-01-05T14:00:00.000Z";"37,262";"11.251,549";"3.535,98";"5.503,354";"783,843";"85,286";"953,42";"11,923";"212,302";"7,515";"0";"359,202";"0"
"2024-01-05T15:00:00.000Z";"39,523";"11.526,029";"3.645,593";"5.604,971";"785,982";"13,151";"939,703";"13,853";"218,018";"7,493";"0";"359,566";"0"
"2024-01-05T16:00:00.000Z";"41,036";"11.683,15";"3.892,614";"5.639,211";"804,167";"3,134";"938,384";"14,912";"221,441";"7,481";"0";"353,635";"0"
"2024-01-05T17:00:00.000Z";"37,4";"11.943,802";"3.922,922";"5.694,837";"804,556";"0,939";"952,582";"14,388";"223,662";"7,66";"0";"359,548";"0"
"2024-01-05T18:00:00.000Z";"29,011";"12.574,575";"3.899,334";"5.629,668";"742,142";"0,224";"942,307";"12,478";"221,3";"7,749";"0";"377,727";"0"
"2024-01-05T19:00:00.000Z";"27,825";"12.731,421";"3.800,59";"5.404,483";"727,327";"0,162";"897,742";"11,15";"214,928";"7,451";"0";"396,65";"0"
"2024-01-05T20:00:00.000Z";"29,643";"12.770,876";"3.175,342";"4.777,73";"720,982";"0,158";"871,66";"10,457";"210,975";"7,214";"0";"396,62";"0"
"2024-01-05T21:00:00.000Z";"30,741";"12.445,432";"2.815,862";"4.412,847";"711,96";"0,158";"831,203";"10,509";"205,814";"7,301";"0";"394,81";"0"
"2024-01-05T22:00:00.000Z";"31,114";"11.171,701";"2.356,193";"4.256,755";"735,395";"0,176";"770,301";"11,041";"203,995";"7,525";"0";"383,824";"0"
"2024-01-05T23:00:00.000Z";"32,209";"10.205,244";"2.165,92";"4.200,299";"648,502";"0,175";"702,102";"10,954";"198,016";"7,361";"0";"378,202";"0"
"2024-01-06T00:00:00.000Z";"38,559";"9.925,645";"2.023,114";"4.016,772";"684,205";"0,141";"645,954";"11,586";"194,174";"7,769";"0";"379,032";"0"
"2024-01-06T01:00:00.000Z";"42,898";"9.707,618";"1.905,321";"3.880,422";"706,785";"0,141";"612,884";"12,255";"191,347";"8,285";"0";"376,743";"0"
"2024-01-06T02:00:00.000Z";"47,195";"9.425,818";"1.892,444";"3.895,144";"700,871";"0,145";"587,287";"12,17";"190,307";"7,916";"0";"375,298";"0"
"2024-01-06T03:00:00.000Z";"49,967";"9.546,648";"1.858,836";"3.942,001";"681,204";"0,148";"576,152";"12,336";"190,549";"8,235";"0";"376,935";"0"
"2024-01-06T04:00:00.000Z";"50,158";"9.916,378";"1.909,25";"4.010,465";"696,86";"0,148";"567,618";"11,922";"193,975";"8,749";"0";"385,237";"0"
"2024-01-06T05:00:00.000Z";"48,355";"10.272,481";"1.979,914";"4.109,009";"717,062";"0,164";"565,738";"12,262";"197,772";"8,969";"0";"391,958";"0"
"2024-01-06T06:00:00.000Z";"40,096";"11.243,939";"2.303,543";"4.503,611";"698,804";"0,35";"573,333";"12,363";"207,951";"9,02";"0";"413,97";"0"
"2024-01-06T07:00:00.000Z";"42,082";"12.944,261";"2.593,057";"4.781,951";"773,995";"9,717";"594,311";"11,917";"216,64";"8,991";"0";"431,654";"0"
"2024-01-06T08:00:00.000Z";"45,98";"13.565,536";"2.835,379";"5.028,3";"786,497";"79,13";"613,807";"12,593";"224,248";"8,765";"0";"425,987";"0"
"2024-01-06T09:00:00.000Z";"49,29";"13.509,457";"3.077,585";"5.086,135";"798,314";"167,985";"606,016";"12,85";"224,584";"8,845";"0";"417,013";"0"
"2024-01-06T10:00:00.000Z";"48,819";"13.747,012";"3.460,516";"5.092,289";"804,863";"219,995";"597,637";"13,99";"225,098";"8,747";"0";"415,97";"0"
"2024-01-06T11:00:00.000Z";"53,213";"13.641,9";"3.472,718";"5.070,461";"787,879";"235,631";"600,538";"13,975";"220,786";"8,722";"0";"411,455";"0"
"2024-01-06T12:00:00.000Z";"55,53";"13.462,255";"3.283,087";"5.017,483";"790,656";"202,516";"595,2";"13,661";"215,83";"8,303";"0";"411,112";"0"
"2024-01-06T13:00:00.000Z";"56,449";"13.314,155";"3.257,221";"4.951,309";"785,601";"133,705";"601,501";"13,785";"214,031";"8,151";"0";"410,079";"0"
"2024-01-06T14:00:00.000Z";"57,89";"13.382,645";"3.329,637";"5.125,455";"797,726";"61,903";"617,252";"14,704";"219,888";"8,54";"0";"414,42";"0"
"2024-01-06T15:00:00.000Z";"58,058";"13.205,413";"3.503,641";"5.244,168";"800,098";"16,954";"617,783";"15,509";"226,263";"8,598";"0";"410,266";"0"
"2024-01-06T16:00:00.000Z";"59,536";"13.066,169";"3.747,89";"5.260,187";"799,14";"5,055";"614,784";"18,718";"225,918";"9,421";"0";"398,117";"0"
"2024-01-06T17:00:00.000Z";"52,541";"13.266,469";"3.580,047";"5.335,288";"743,915";"1,211";"619,367";"18,895";"228,584";"9,937";"0";"398,461";"0"
"2024-01-06T18:00:00.000Z";"50,645";"13.511,583";"3.519,367";"5.290,563";"737,025";"0,18";"626,026";"18,774";"230,065";"10,234";"0";"412,026";"0"
"2024-01-06T19:00:00.000Z";"51,374";"13.159,715";"2.886,853";"5.131,523";"780,572";"0,157";"629,248";"15,754";"219,793";"9,569";"0";"415,309";"0"
"2024-01-06T20:00:00.000Z";"44,941";"13.079,657";"2.717,39";"4.985,989";"763,949";"0,153";"613,005";"14,302";"211,873";"9,591";"0";"425,958";"0"
"2024-01-06T21:00:00.000Z";"44,896";"12.915,383";"2.588,288";"4.786,784";"756,584";"0,137";"596,763";"14,635";"205,468";"9,695";"0";"426,133";"0"
"2024-01-06T22:00:00.000Z";"38,329";"12.238,742";"2.315,184";"4.478,761";"683,689";"0,14";"579,78";"14,589";"198,408";"10,023";"0";"422,826";"0"
"2024-01-06T23:00:00.000Z";"35,776";"11.364,11";"2.322,57";"4.063,086";"654,886";"0,136";"559,033";"13,48";"191,444";"10,048";"0";"418,992";"0"
"2024-01-07T00:00:00.000Z";"39,44";"10.333,696";"2.428,783";"3.650,796";"648,443";"0,141";"559,174";"12,899";"188,597";"9,983";"0";"404,371";"0"
"2024-01-07T01:00:00.000Z";"46,468";"9.337,454";"2.334,311";"3.562,007";"672,656";"0,148";"558,306";"12,888";"183,984";"9,799";"0";"384,481";"0"
"2024-01-07T02:00:00.000Z";"47,128";"9.138,014";"2.322,09";"3.527,784";"646,202";"0,132";"553,22";"12,416";"183,169";"9,606";"0";"382,391";"0"
"2024-01-07T03:00:00.000Z";"46,524";"9.147,011";"2.326,421";"3.546,589";"655,846";"0,135";"560,96";"12,219";"183";"9,434";"0";"382,578";"0"
"2024-01-07T04:00:00.000Z";"46,205";"9.154,713";"2.302,901";"3.577,154";"659,096";"0,132";"561,758";"11,708";"182,795";"9,132";"0";"383,658";"0"
"2024-01-07T05:00:00.000Z";"41,017";"9.142,038";"2.284,182";"3.665,434";"646,266";"0,13";"579,663";"11,325";"184,495";"9,037";"0";"383,606";"0"
"2024-01-07T06:00:00.000Z";"40,131";"9.688,198";"2.340,152";"3.940,102";"687,66";"0,335";"592,619";"11,633";"190,252";"9,547";"0";"390,349";"0"
"2024-01-07T07:00:00.000Z";"38,929";"10.886,693";"2.464,649";"4.309,697";"728,543";"9,604";"601,199";"12,091";"201,738";"9,735";"0";"406,495";"0"
"2024-01-07T08:00:00.000Z";"36,21";"12.570,454";"2.680,263";"4.743,996";"748,817";"76,575";"592,753";"12,381";"208,905";"9,557";"0";"423,225";"0"
"2024-01-07T09:00:00.000Z";"35,376";"12.927,369";"3.026,727";"5.009,555";"780,155";"162,381";"585,286";"12,931";"215,31";"9,654";"0";"421,877";"0"
"2024-01-07T10:00:00.000Z";"33,845";"12.626,642";"3.093,41";"5.168,971";"789,315";"252,186";"597,501";"13,702";"218,686";"9,623";"0";"403,008";"0"
"2024-01-07T11:00:00.000Z";"36,335";"12.455,791";"3.060,786";"5.198,038";"808,849";"290,508";"615,229";"14,335";"217,9";"9,726";"0";"395,39";"0"
"2024-01-07T12:00:00.000Z";"37,153";"12.200,403";"2.939,052";"5.144,233";"785,091";"242,14";"631,621";"13,791";"215,196";"9,39";"0";"394,585";"0"
"2024-01-07T13:00:00.000Z";"39,104";"12.026,523";"2.891,515";"5.139,52";"785,573";"160,617";"653,581";"13,476";"214,334";"9,018";"0";"395,538";"0"
"2024-01-07T14:00:00.000Z";"42,148";"12.011,379";"3.105,492";"5.266,397";"785,835";"70,137";"651,627";"14,089";"216,941";"8,911";"0";"401,86";"0"
